source,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
GFM1,POLH,GFM1+ctrl,0.7930743859632706,0.0036110878,No,1669,11485,RPE1
GFM1,PIP4P1,GFM1+ctrl,0.6916073747013133,0.057245016,No,1669,11485,RPE1
NAA20,NPC1,NAA20+ctrl,0.0310812134775594,-1.4965589,Yes,89,11485,RPE1
NAA20,PTPN4,NAA20+ctrl,0.022250571618444,0.9514365,Yes,89,11485,RPE1
NAA20,CSRP2,NAA20+ctrl,0.0018821328619449,-0.8466283,Yes,89,11485,RPE1
NAA20,TGFBR1,NAA20+ctrl,0.8492345148388347,-0.12864494,No,89,11485,RPE1
NAA20,TUG1,NAA20+ctrl,0.6406326008267783,0.11923969,No,89,11485,RPE1
NAA20,LPCAT3,NAA20+ctrl,0.8577904029492919,0.08866024,No,89,11485,RPE1
HAUS3,CENPF,HAUS3+ctrl,3.206922944174374e-06,-1.1639194,Yes,37,11485,RPE1
HAUS3,ERLIN1,HAUS3+ctrl,0.0176664799209111,-0.66566676,Yes,37,11485,RPE1
HAUS3,TRIM25,HAUS3+ctrl,0.0295290765607211,0.83043134,Yes,37,11485,RPE1
HAUS3,FRMD4A,HAUS3+ctrl,0.557639173305412,-0.1987251,No,37,11485,RPE1
HAUS3,C6orf226,HAUS3+ctrl,0.2273807004288046,1.1376243,No,37,11485,RPE1
HAUS3,SLC66A1L,HAUS3+ctrl,0.7190366757800797,0.19962168,No,37,11485,RPE1
GPS2,TMEM192,GPS2+ctrl,0.0281111128756975,-1.0219395,Yes,122,11485,RPE1
GPS2,SINHCAF,GPS2+ctrl,0.002891030837067,-0.8720546,Yes,122,11485,RPE1
GPS2,MSRB2,GPS2+ctrl,0.0075756291553572,-0.71011114,Yes,122,11485,RPE1
GPS2,RC3H2,GPS2+ctrl,0.5066668241117906,-0.16823483,No,122,11485,RPE1
GPS2,AP006621.3,GPS2+ctrl,0.8501603916079763,0.1260612,No,122,11485,RPE1
GPS2,PPIC,GPS2+ctrl,0.7421223727158315,0.18157077,No,122,11485,RPE1
SRSF11,EMP3,SRSF11+ctrl,1.486552657078765e-22,-0.9476777,Yes,82,11485,RPE1
SRSF11,ASAH1,SRSF11+ctrl,0.0324136953127757,0.5679561,Yes,82,11485,RPE1
SRSF11,SNRPA,SRSF11+ctrl,0.0038546835477751,-0.5032075,Yes,82,11485,RPE1
SRSF11,DMD,SRSF11+ctrl,0.4619081151225497,-0.46639347,No,82,11485,RPE1
SRSF11,SGO1,SRSF11+ctrl,0.6642348333714072,-0.08525634,No,82,11485,RPE1
SRSF11,TANC1,SRSF11+ctrl,0.4727967490610864,-0.26018572,No,82,11485,RPE1
POLR3C,USE1,POLR3C+ctrl,0.0303984053631759,0.7388748,Yes,44,11485,RPE1
POLR3C,CDC45,POLR3C+ctrl,0.018951733588361,-1.9782741,Yes,44,11485,RPE1
POLR3C,PBK,POLR3C+ctrl,0.0023900764790432,-0.99516577,Yes,44,11485,RPE1
POLR3C,HELZ,POLR3C+ctrl,0.0799422749441416,0.43690193,No,44,11485,RPE1
POLR3C,SLC2A3,POLR3C+ctrl,0.3725351843212361,0.78223777,No,44,11485,RPE1
POLR3C,RAD17,POLR3C+ctrl,0.7229967842521807,-0.26258278,No,44,11485,RPE1
MEN1,LUZP2,MEN1+ctrl,0.0223134860380435,-1.1227789,Yes,99,11485,RPE1
MEN1,PPARG,MEN1+ctrl,0.0068647014011993,-1.3025022,Yes,99,11485,RPE1
MEN1,GNPTAB,MEN1+ctrl,0.0063467058014369,-0.53221786,Yes,99,11485,RPE1
MEN1,CHMP4C,MEN1+ctrl,0.6891583290856548,-0.28045058,No,99,11485,RPE1
MEN1,ING5,MEN1+ctrl,0.3588191814067644,-0.3694508,No,99,11485,RPE1
MEN1,PIMREG,MEN1+ctrl,0.2781439915933661,0.5480416,No,99,11485,RPE1
DDX46,CIP2A,DDX46+ctrl,0.0053411904043144,-0.87845623,Yes,95,11485,RPE1
DDX46,YPEL3,DDX46+ctrl,7.412254854770657e-05,1.1031406,Yes,95,11485,RPE1
DDX46,ADAMTS6,DDX46+ctrl,0.0062212460454389,-1.0268748,Yes,95,11485,RPE1
DDX46,NPC2,DDX46+ctrl,0.0039239848123685,0.13667452,No,95,11485,RPE1
DDX46,RSPH3,DDX46+ctrl,0.4783395006943345,0.2967596,No,95,11485,RPE1
DDX46,DVL2,DDX46+ctrl,0.8184489331756553,-0.22779989,No,95,11485,RPE1
FBXO42,FAM167A,FBXO42+ctrl,0.0006154195163276,-0.76418185,Yes,876,11485,RPE1
FBXO42,EEPD1,FBXO42+ctrl,0.0059830892966968,0.54724765,Yes,876,11485,RPE1
FBXO42,AMTN,FBXO42+ctrl,0.0058703043608074,0.6313832,Yes,876,11485,RPE1
FBXO42,SMIM10,FBXO42+ctrl,0.0093282042893205,0.37416244,No,876,11485,RPE1
FBXO42,THRA,FBXO42+ctrl,0.2976205095309885,-0.16626596,No,876,11485,RPE1
FBXO42,WDR35,FBXO42+ctrl,0.3365205531249958,0.1328125,No,876,11485,RPE1
PGAM5,C18orf54,PGAM5+ctrl,0.0230548367145456,0.9089091,Yes,173,11485,RPE1
PGAM5,FSCN1,PGAM5+ctrl,9.277181361807672e-09,-0.6492662,Yes,173,11485,RPE1
PGAM5,VEGFA,PGAM5+ctrl,0.0001107147294461,-0.5287483,Yes,173,11485,RPE1
PGAM5,SEPHS2,PGAM5+ctrl,0.7830648773671933,-0.053314447,No,173,11485,RPE1
PGAM5,LDAH,PGAM5+ctrl,0.9808250787253538,-0.047738075,No,173,11485,RPE1
PGAM5,LITAF,PGAM5+ctrl,0.2095713438211446,0.21440816,No,173,11485,RPE1
TFAM,TFAM,TFAM+ctrl,0.0,-25.499313,Yes,3458,11485,RPE1
TFAM,MT-ND3,TFAM+ctrl,0.0,-0.69744766,Yes,3458,11485,RPE1
TFAM,MT-ND6,TFAM+ctrl,0.0,-1.1259053,Yes,3458,11485,RPE1
TFAM,CEP295,TFAM+ctrl,0.0568203318044165,0.18159175,No,3458,11485,RPE1
TFAM,DCTN4,TFAM+ctrl,0.7737843805781572,0.008827925,No,3458,11485,RPE1
TFAM,TIGAR,TFAM+ctrl,0.2737800254198657,0.05526519,No,3458,11485,RPE1
NOLC1,LYPLAL1,NOLC1+ctrl,0.001016977986777,0.85387135,Yes,34,11485,RPE1
NOLC1,RRAS2,NOLC1+ctrl,0.0004447769102589,0.69170517,Yes,34,11485,RPE1
NOLC1,BRCA2,NOLC1+ctrl,0.0004527958220663,-3.7314777,Yes,34,11485,RPE1
NOLC1,STK33,NOLC1+ctrl,0.8935434954004415,-0.17168331,No,34,11485,RPE1
NOLC1,ZFC3H1,NOLC1+ctrl,0.5744750925825023,-0.27981937,No,34,11485,RPE1
NOLC1,H2AFJ,NOLC1+ctrl,0.2780201147686745,0.36896873,No,34,11485,RPE1
SERBP1,FBXO21,SERBP1+ctrl,0.0183497400605718,0.6214961,Yes,96,11485,RPE1
SERBP1,TMEM158,SERBP1+ctrl,7.374340736394073e-05,-0.59844375,Yes,96,11485,RPE1
SERBP1,TRMT10C,SERBP1+ctrl,0.0193011883120425,-0.51759577,Yes,96,11485,RPE1
SERBP1,TRIM4,SERBP1+ctrl,0.4676061296113677,0.43103695,No,96,11485,RPE1
SERBP1,CPE,SERBP1+ctrl,0.9264098335623796,0.09239459,No,96,11485,RPE1
SERBP1,RNF168,SERBP1+ctrl,0.9569487019446008,-0.037318707,No,96,11485,RPE1
CCDC6,THBD,CCDC6+ctrl,0.0008797262839942,-0.7044704,Yes,1051,11485,RPE1
CCDC6,LOX,CCDC6+ctrl,3.593186493768511e-169,-1.0022668,Yes,1051,11485,RPE1
CCDC6,LTBP2,CCDC6+ctrl,0.0027008062176523,-0.639236,Yes,1051,11485,RPE1
CCDC6,HSP90B1,CCDC6+ctrl,0.0138062917945121,0.020130754,No,1051,11485,RPE1
CCDC6,PPAT,CCDC6+ctrl,0.0377395480475889,0.16866493,No,1051,11485,RPE1
CCDC6,NKX2-5,CCDC6+ctrl,0.4935507974693196,0.12520432,No,1051,11485,RPE1
ADRM1,KIF11,ADRM1+ctrl,0.0130232203458119,-0.5167376,Yes,70,11485,RPE1
ADRM1,LINC01638,ADRM1+ctrl,0.0091791141271426,0.54313517,Yes,70,11485,RPE1
ADRM1,SHTN1,ADRM1+ctrl,0.022046638737524,0.52266717,Yes,70,11485,RPE1
ADRM1,CKAP5,ADRM1+ctrl,0.0911203805688088,-0.2937886,No,70,11485,RPE1
ADRM1,SCO2,ADRM1+ctrl,0.6081393353279443,-0.17038071,No,70,11485,RPE1
ADRM1,METTL17,ADRM1+ctrl,0.5078291532939789,0.29506826,No,70,11485,RPE1
RUVBL2,HS2ST1,RUVBL2+ctrl,0.0381791599987725,1.0318865,Yes,60,11485,RPE1
RUVBL2,LRRFIP1,RUVBL2+ctrl,5.037452283458766e-06,-0.5519375,Yes,60,11485,RPE1
RUVBL2,RBBP4,RUVBL2+ctrl,6.770298484663366e-05,-0.9248097,Yes,60,11485,RPE1
RUVBL2,LINC00472,RUVBL2+ctrl,0.5217329797855752,0.1745925,No,60,11485,RPE1
RUVBL2,KCNK6,RUVBL2+ctrl,0.1428817016064657,0.61292493,No,60,11485,RPE1
RUVBL2,TSC22D3,RUVBL2+ctrl,0.1121105354378215,1.4424498,No,60,11485,RPE1
PRC1,CENPM,PRC1+ctrl,0.0062329435842259,-0.7803078,Yes,48,11485,RPE1
PRC1,NCAPH,PRC1+ctrl,0.0342418321778632,-1.269815,Yes,48,11485,RPE1
PRC1,ADAM23,PRC1+ctrl,0.0132652185815815,0.93535066,Yes,48,11485,RPE1
PRC1,DUS4L,PRC1+ctrl,0.8602371113071969,-0.16251779,No,48,11485,RPE1
PRC1,ALDH2,PRC1+ctrl,0.6237584296913701,0.124863625,No,48,11485,RPE1
PRC1,RBBP6,PRC1+ctrl,0.3912585623272746,-0.25799024,No,48,11485,RPE1
ALG2,CLSPN,ALG2+ctrl,5.313805924230572e-05,-0.9320129,Yes,76,11485,RPE1
ALG2,ITGA6,ALG2+ctrl,0.016341903210807,-0.6574321,Yes,76,11485,RPE1
ALG2,ATF4,ALG2+ctrl,3.548894712869245e-13,0.8618736,Yes,76,11485,RPE1
ALG2,NCOR2,ALG2+ctrl,0.8101966659900164,-0.04150331,No,76,11485,RPE1
ALG2,ELL2,ALG2+ctrl,0.4232516003777536,-0.11153281,No,76,11485,RPE1
ALG2,UNC119B,ALG2+ctrl,0.3417446066572935,-0.8851075,No,76,11485,RPE1
PSTK,WIPI1,PSTK+ctrl,0.0124128041045864,0.64962006,Yes,262,11485,RPE1
PSTK,CAMK1D,PSTK+ctrl,0.0050934212284384,1.1173737,Yes,262,11485,RPE1
PSTK,ATAD3B,PSTK+ctrl,0.0276902510590263,-0.50055766,Yes,262,11485,RPE1
PSTK,CEP152,PSTK+ctrl,0.3621342188436264,-0.22896433,No,262,11485,RPE1
PSTK,MMP24OS,PSTK+ctrl,0.2523921539484438,0.17501402,No,262,11485,RPE1
PSTK,ZDHHC4,PSTK+ctrl,0.9814937103565126,-0.015300512,No,262,11485,RPE1
GEMIN4,BCL10,GEMIN4+ctrl,0.0077433467827909,0.7715765,Yes,79,11485,RPE1
GEMIN4,CCNE2,GEMIN4+ctrl,0.0141528774385793,-2.6166553,Yes,79,11485,RPE1
GEMIN4,RMND5A,GEMIN4+ctrl,0.0059238626366971,1.2496996,Yes,79,11485,RPE1
GEMIN4,HCG18,GEMIN4+ctrl,0.1203283040796133,0.41567492,No,79,11485,RPE1
GEMIN4,MLLT10,GEMIN4+ctrl,0.5345304109581126,-0.25254297,No,79,11485,RPE1
GEMIN4,MITD1,GEMIN4+ctrl,0.19879603748555,0.47116423,No,79,11485,RPE1
PPP1R2,PCNT,PPP1R2+ctrl,0.002323353410833,-0.9938636,Yes,80,11485,RPE1
PPP1R2,TRIM16,PPP1R2+ctrl,0.0213269006699026,0.9123094,Yes,80,11485,RPE1
PPP1R2,USP24,PPP1R2+ctrl,0.0446705333680449,-1.1341043,Yes,80,11485,RPE1
PPP1R2,RANBP2,PPP1R2+ctrl,0.6278166734014521,-0.068279624,No,80,11485,RPE1
PPP1R2,TMEM134,PPP1R2+ctrl,0.9388349152630472,0.10198188,No,80,11485,RPE1
PPP1R2,NAA25,PPP1R2+ctrl,0.8596736186052698,-0.058777332,No,80,11485,RPE1
TRNT1,VEGFA,TRNT1+ctrl,3.6643473306568045e-40,0.95935106,Yes,347,11485,RPE1
TRNT1,DDX51,TRNT1+ctrl,0.0128139627612484,-0.7959461,Yes,347,11485,RPE1
TRNT1,ADAMTS1,TRNT1+ctrl,0.00409017360658,0.5057498,Yes,347,11485,RPE1
TRNT1,CTU1,TRNT1+ctrl,0.5655752664055131,-0.10186982,No,347,11485,RPE1
TRNT1,MFSD3,TRNT1+ctrl,0.0551926013429227,-0.50279593,No,347,11485,RPE1
TRNT1,HACD1,TRNT1+ctrl,0.5350088665379669,-0.054421425,No,347,11485,RPE1
TRMT112,ZNF511,TRMT112+ctrl,0.0012176934446738,-0.653407,Yes,60,11485,RPE1
TRMT112,ADAMTSL1,TRMT112+ctrl,0.0095838702224181,0.9207165,Yes,60,11485,RPE1
TRMT112,MPHOSPH9,TRMT112+ctrl,0.0272498663819375,-1.0281527,Yes,60,11485,RPE1
TRMT112,USP33,TRMT112+ctrl,0.9449805058497776,-0.020488262,No,60,11485,RPE1
TRMT112,KLHL42,TRMT112+ctrl,0.0889185245538111,-0.65375817,No,60,11485,RPE1
TRMT112,YPEL3,TRMT112+ctrl,0.1843595520306177,0.6120188,No,60,11485,RPE1
CCDC78,CTSK,CCDC78+ctrl,6.275522470547704e-32,-3.0221965,Yes,492,11485,RPE1
CCDC78,TRMT1L,CCDC78+ctrl,0.0245494993256283,-0.6976571,Yes,492,11485,RPE1
CCDC78,CMTM7,CCDC78+ctrl,7.555456841224409e-09,-0.5418134,Yes,492,11485,RPE1
CCDC78,BEND6,CCDC78+ctrl,0.1857756361178206,-0.47267175,No,492,11485,RPE1
CCDC78,RAB32,CCDC78+ctrl,0.9878146778958756,0.00032398105,No,492,11485,RPE1
CCDC78,ZBTB43,CCDC78+ctrl,0.816482032904297,-0.09243679,No,492,11485,RPE1
CAMLG,SPTY2D1,CAMLG+ctrl,0.0173791883981916,0.6291851,Yes,155,11485,RPE1
CAMLG,RNF141,CAMLG+ctrl,0.0053256344400404,-0.5088016,Yes,155,11485,RPE1
CAMLG,KDELR3,CAMLG+ctrl,8.268914374091181e-15,1.2552099,Yes,155,11485,RPE1
CAMLG,LYRM1,CAMLG+ctrl,0.7090224362257133,0.14484215,No,155,11485,RPE1
CAMLG,NUBP1,CAMLG+ctrl,0.8157631912442679,-0.06834006,No,155,11485,RPE1
CAMLG,TMEM161B-AS1,CAMLG+ctrl,0.342404488865165,0.2543106,No,155,11485,RPE1
EMC3,TNIP2,EMC3+ctrl,0.0207639244377283,-0.68574333,Yes,103,11485,RPE1
EMC3,TNS3,EMC3+ctrl,0.0165173246395835,0.5104935,Yes,103,11485,RPE1
EMC3,MRM2,EMC3+ctrl,0.0208112259386477,-0.8042438,Yes,103,11485,RPE1
EMC3,TCTN1,EMC3+ctrl,0.5337977005868543,-0.23443365,No,103,11485,RPE1
EMC3,PLCG2,EMC3+ctrl,0.4081881847996983,-1.1283298,No,103,11485,RPE1
EMC3,MIR155HG,EMC3+ctrl,0.4150043259913095,-0.3851323,No,103,11485,RPE1
DCTN3,ERCC6L,DCTN3+ctrl,0.0174529559098145,-1.1529381,Yes,144,11485,RPE1
DCTN3,ANGPTL4,DCTN3+ctrl,0.0076829987990849,0.6302103,Yes,144,11485,RPE1
DCTN3,UCHL5,DCTN3+ctrl,0.0002368787938884,-0.568161,Yes,144,11485,RPE1
DCTN3,LPP,DCTN3+ctrl,0.0035899544464599,0.30124968,No,144,11485,RPE1
DCTN3,ALG13,DCTN3+ctrl,0.4773673465117016,0.10756779,No,144,11485,RPE1
DCTN3,MAN2B1,DCTN3+ctrl,0.4615585983548412,0.33545494,No,144,11485,RPE1
ZC3H13,MYO9B,ZC3H13+ctrl,0.0407820395439908,0.6645194,Yes,102,11485,RPE1
ZC3H13,OARD1,ZC3H13+ctrl,0.0128211830990656,-0.91134334,Yes,102,11485,RPE1
ZC3H13,MYO6,ZC3H13+ctrl,0.0185333717669191,0.5526345,Yes,102,11485,RPE1
ZC3H13,AGPAT5,ZC3H13+ctrl,0.8214163913240669,0.12758636,No,102,11485,RPE1
ZC3H13,SLC16A3,ZC3H13+ctrl,0.0058640508861457,-0.23542076,No,102,11485,RPE1
ZC3H13,USP37,ZC3H13+ctrl,0.1562002034840908,-0.6547134,No,102,11485,RPE1
XRCC5,UTP18,XRCC5+ctrl,0.0018325359260416,-0.9881669,Yes,54,11485,RPE1
XRCC5,CENPE,XRCC5+ctrl,0.0021024302115004,-0.96131045,Yes,54,11485,RPE1
XRCC5,YTHDC1,XRCC5+ctrl,0.0235013586736396,-0.56808174,Yes,54,11485,RPE1
XRCC5,SNRPE,XRCC5+ctrl,8.34121511113809e-07,-0.40508622,No,54,11485,RPE1
XRCC5,TM7SF3,XRCC5+ctrl,0.0587710069891314,-0.4390093,No,54,11485,RPE1
XRCC5,FBN2,XRCC5+ctrl,0.7821980500696213,0.18707156,No,54,11485,RPE1
HUS1,FHL3,HUS1+ctrl,0.0390820638834641,-0.6506038,Yes,222,11485,RPE1
HUS1,OTUD7B,HUS1+ctrl,0.0132735226182033,0.60375667,Yes,222,11485,RPE1
HUS1,IL1B,HUS1+ctrl,0.0002652213241805,0.6866987,Yes,222,11485,RPE1
HUS1,CCNB1,HUS1+ctrl,0.2434326191645844,-0.11182499,No,222,11485,RPE1
HUS1,C8orf82,HUS1+ctrl,0.2613343929038692,0.3059256,No,222,11485,RPE1
HUS1,TUBA1B,HUS1+ctrl,0.0022466315425856,-0.061401725,No,222,11485,RPE1
NSF,ALYREF,NSF+ctrl,3.024702068271549e-05,-0.6198,Yes,62,11485,RPE1
NSF,BRCA1,NSF+ctrl,0.0002507623221119,-1.2436038,Yes,62,11485,RPE1
NSF,CARS,NSF+ctrl,0.0020762396513722,0.61505365,Yes,62,11485,RPE1
NSF,ASAH1,NSF+ctrl,0.5357583547758789,0.14678311,No,62,11485,RPE1
NSF,RAD1,NSF+ctrl,0.8598046878183062,-0.029287815,No,62,11485,RPE1
NSF,WTIP,NSF+ctrl,0.987976067735016,0.20560479,No,62,11485,RPE1
RNF8,CLDND1,RNF8+ctrl,0.0318850861103188,-0.7118676,Yes,209,11485,RPE1
RNF8,CCDC66,RNF8+ctrl,0.0230005676371894,-0.5068865,Yes,209,11485,RPE1
RNF8,BARD1,RNF8+ctrl,0.0067393438489,-0.54340994,Yes,209,11485,RPE1
RNF8,TRMT6,RNF8+ctrl,0.4306012532304221,-0.19038773,No,209,11485,RPE1
RNF8,CDKN1B,RNF8+ctrl,0.2176634916175942,0.15147352,No,209,11485,RPE1
RNF8,BRAP,RNF8+ctrl,0.4511799282291862,-0.35089207,No,209,11485,RPE1
FBXW7,NFIB,FBXW7+ctrl,3.536567787767235e-05,-0.53894305,Yes,197,11485,RPE1
FBXW7,FBXW7,FBXW7+ctrl,1.3838089095515088e-05,-23.544989,Yes,197,11485,RPE1
FBXW7,G2E3,FBXW7+ctrl,0.0072645927640604,0.53486,Yes,197,11485,RPE1
FBXW7,OGFR,FBXW7+ctrl,0.1939068622848058,0.2238574,No,197,11485,RPE1
FBXW7,ATP2B1,FBXW7+ctrl,0.3781174958131148,0.100082934,No,197,11485,RPE1
FBXW7,SPSB1,FBXW7+ctrl,0.2747221006688017,-0.830533,No,197,11485,RPE1
GRB2,CCDC34,GRB2+ctrl,0.0079624493238656,-0.5536443,Yes,112,11485,RPE1
GRB2,MFSD1,GRB2+ctrl,0.0297840922367985,-1.372591,Yes,112,11485,RPE1
GRB2,HIST1H1B,GRB2+ctrl,0.04532715833877,-0.5235665,Yes,112,11485,RPE1
GRB2,RNF121,GRB2+ctrl,0.1335568418998695,0.458781,No,112,11485,RPE1
GRB2,CNRIP1,GRB2+ctrl,0.5949327219410003,0.17594719,No,112,11485,RPE1
GRB2,SLC26A4,GRB2+ctrl,0.1785240514065574,-1.0351617,No,112,11485,RPE1
BRF2,MYH10,BRF2+ctrl,0.0039037980806338,-0.5448963,Yes,94,11485,RPE1
BRF2,MCM7,BRF2+ctrl,5.4387918248493135e-06,-0.7475915,Yes,94,11485,RPE1
BRF2,HSPBP1,BRF2+ctrl,0.0424425811584577,-0.70590544,Yes,94,11485,RPE1
BRF2,USP46,BRF2+ctrl,0.9245686549392076,0.028445244,No,94,11485,RPE1
BRF2,WBP1,BRF2+ctrl,0.8173385256684407,-0.12036729,No,94,11485,RPE1
BRF2,GTF2B,BRF2+ctrl,0.4609084336647756,0.19033873,No,94,11485,RPE1
FOLR3,RLF,FOLR3+ctrl,0.0321825290156217,0.506474,Yes,219,11485,RPE1
FOLR3,ZSCAN16-AS1,FOLR3+ctrl,0.0410796771154504,0.531497,Yes,219,11485,RPE1
FOLR3,KRT81,FOLR3+ctrl,0.0173257184251758,1.3073303,Yes,219,11485,RPE1
FOLR3,KIF3C,FOLR3+ctrl,0.3600691620779488,0.35153604,No,219,11485,RPE1
FOLR3,MCM10,FOLR3+ctrl,0.0715835371253432,-0.36795998,No,219,11485,RPE1
FOLR3,FBXO17,FOLR3+ctrl,0.6510115389908107,-0.10115087,No,219,11485,RPE1
WDTC1,SAMD1,WDTC1+ctrl,0.0136347318651699,-0.7990495,Yes,70,11485,RPE1
WDTC1,TES,WDTC1+ctrl,2.0109852036252967e-05,-1.4734024,Yes,70,11485,RPE1
WDTC1,HNRNPL,WDTC1+ctrl,0.0224015436123503,-0.59811556,Yes,70,11485,RPE1
WDTC1,CLN6,WDTC1+ctrl,0.440487632975248,-0.34195876,No,70,11485,RPE1
WDTC1,THUMPD1,WDTC1+ctrl,0.2944084351689023,-0.30005062,No,70,11485,RPE1
WDTC1,UNK,WDTC1+ctrl,0.4007491301181756,0.22618127,No,70,11485,RPE1
RPL36,POLE3,RPL36+ctrl,1.450126407346498e-05,-1.1543564,Yes,74,11485,RPE1
RPL36,UACA,RPL36+ctrl,2.7002178469223013e-08,-0.6762086,Yes,74,11485,RPE1
RPL36,TRAF4,RPL36+ctrl,4.626161113580704e-07,1.6520331,Yes,74,11485,RPE1
RPL36,CRY1,RPL36+ctrl,0.6719758804610616,-0.2767787,No,74,11485,RPE1
RPL36,CCDC137,RPL36+ctrl,0.0636980038266191,-0.5021069,No,74,11485,RPE1
RPL36,CHMP1B,RPL36+ctrl,0.1840985896613793,0.637673,No,74,11485,RPE1
PPP6C,HES4,PPP6C+ctrl,7.398503985731118e-24,-0.62617743,Yes,1539,11485,RPE1
PPP6C,HEG1,PPP6C+ctrl,2.3351369283134226e-25,0.54094434,Yes,1539,11485,RPE1
PPP6C,BMP2,PPP6C+ctrl,7.243200987251547e-08,1.2919021,Yes,1539,11485,RPE1
PPP6C,RSL1D1,PPP6C+ctrl,2.190519724271578e-11,-0.14663984,No,1539,11485,RPE1
PPP6C,GPC1,PPP6C+ctrl,0.1536010083023623,-0.13390589,No,1539,11485,RPE1
PPP6C,ZNF264,PPP6C+ctrl,0.4881186226965517,0.19505453,No,1539,11485,RPE1
PGS1,NNT-AS1,PGS1+ctrl,0.0393653556699608,0.557148,Yes,95,11485,RPE1
PGS1,MYO19,PGS1+ctrl,0.0002788589901301,-1.7742279,Yes,95,11485,RPE1
PGS1,CCNB1,PGS1+ctrl,3.3555280771674024e-05,-0.82477903,Yes,95,11485,RPE1
