source,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
DDIT3,NFE2,DDIT3+ctrl,0.0075999151412648,-0.16228235,No,435,24263,K562
DDIT3,CASP8,DDIT3+ctrl,0.0008988836541711,-0.32541943,No,435,24263,K562
DDIT3,PTPRC,DDIT3+ctrl,0.9613657836415646,2.1248016,No,435,24263,K562
OST4,UHRF1BP1L,OST4+ctrl,0.0050329213180269,0.82439256,Yes,524,24263,K562
OST4,LINC00657,OST4+ctrl,2.071330360313439e-13,0.5090716,Yes,524,24263,K562
OST4,DOK3,OST4+ctrl,0.0116483044311197,0.80631137,Yes,524,24263,K562
OST4,DUT,OST4+ctrl,7.663992311746694e-05,-0.10313058,No,524,24263,K562
OST4,CDRT4,OST4+ctrl,0.9281947207377006,2.498218,No,524,24263,K562
OST4,ATP11B,OST4+ctrl,0.5705689878242883,0.0030390024,No,524,24263,K562
SEC61A1,RP11-423O2.5,SEC61A1+ctrl,1.2077539218776496e-07,0.51405835,Yes,962,24263,K562
SEC61A1,ZFHX3,SEC61A1+ctrl,0.0272633507846303,1.1255023,Yes,962,24263,K562
SEC61A1,LTB,SEC61A1+ctrl,3.193935146030957e-19,1.9182558,Yes,962,24263,K562
SEC61A1,PCK2,SEC61A1+ctrl,3.313802918414461e-11,0.46171188,No,962,24263,K562
SEC61A1,MS4A6E,SEC61A1+ctrl,0.997388536652075,0.5938339,No,962,24263,K562
SEC61A1,IL18R1,SEC61A1+ctrl,0.1618969399073168,0.8738227,No,962,24263,K562
EIF2B4,DOCK11,EIF2B4+ctrl,0.0125649479951,1.178385,Yes,545,24263,K562
EIF2B4,HMGCS1,EIF2B4+ctrl,3.584823958909644e-09,-0.5472702,Yes,545,24263,K562
EIF2B4,HIST1H2AM,EIF2B4+ctrl,2.5047467791767625e-06,0.898023,Yes,545,24263,K562
EIF2B4,GDF11,EIF2B4+ctrl,0.1945349086212355,-0.2854514,No,545,24263,K562
EIF2B4,RP11-90P5.2,EIF2B4+ctrl,0.9119761418506922,2.3046122,No,545,24263,K562
EIF2B4,SPINK5,EIF2B4+ctrl,0.8508666497572639,0.688282,No,545,24263,K562
SRPR,CD9,SRPR+ctrl,8.467024249016151e-05,0.5621191,Yes,506,24263,K562
SRPR,CLINT1,SRPR+ctrl,1.8979523039658827e-11,0.59255034,Yes,506,24263,K562
SRPR,NCKAP1L,SRPR+ctrl,0.0255912819237439,0.56393313,Yes,506,24263,K562
SRPR,SLFNL1,SRPR+ctrl,0.973410693392147,1.0741711,No,506,24263,K562
SRPR,ERV3-1,SRPR+ctrl,0.4778169878441533,0.13725257,No,506,24263,K562
SRPR,RP11-146D12.2,SRPR+ctrl,0.8312475420675562,2.0783715,No,506,24263,K562
IER3IP1,VIM-AS1,IER3IP1+ctrl,0.0002866857924825,-0.98137784,Yes,1267,24263,K562
IER3IP1,LDLR,IER3IP1+ctrl,3.0224221939460455e-08,0.6977447,Yes,1267,24263,K562
IER3IP1,PTPN11,IER3IP1+ctrl,9.807780014093809e-30,0.5339361,Yes,1267,24263,K562
IER3IP1,PDE4D,IER3IP1+ctrl,0.978261890032482,-15.1431465,No,1267,24263,K562
IER3IP1,DDX6,IER3IP1+ctrl,2.5515533664101983e-05,0.40992415,No,1267,24263,K562
IER3IP1,IRF7,IER3IP1+ctrl,0.64738180164961,0.6150584,No,1267,24263,K562
YIPF5,PCF11,YIPF5+ctrl,1.5946528662391672e-08,0.587571,Yes,1182,24263,K562
YIPF5,OPTN,YIPF5+ctrl,0.0163782089001142,1.9080467,Yes,1182,24263,K562
YIPF5,IL32,YIPF5+ctrl,0.0074828930901431,1.5039973,Yes,1182,24263,K562
YIPF5,CTD-2001C12.1,YIPF5+ctrl,0.9821480610739124,0.056581497,No,1182,24263,K562
YIPF5,MYH7B,YIPF5+ctrl,0.5526918897325046,0.53520393,No,1182,24263,K562
YIPF5,PPP1R16B,YIPF5+ctrl,0.2993294469130529,0.6075392,No,1182,24263,K562
HARS,PBDC1,HARS+ctrl,1.5206011931348222e-08,-0.676224,Yes,272,24263,K562
HARS,HP1BP3,HARS+ctrl,8.40832764414247e-10,0.5719809,Yes,272,24263,K562
HARS,SAMM50,HARS+ctrl,2.042620257801458e-09,-0.5355689,Yes,272,24263,K562
HARS,VPS41,HARS+ctrl,0.7147034498986211,0.25952744,No,272,24263,K562
HARS,KANSL1L,HARS+ctrl,0.948585924998757,0.65691423,No,272,24263,K562
HARS,POU2F2,HARS+ctrl,0.7475929015269771,-1.5419569,No,272,24263,K562
SLMO2,PTBP3,SLMO2+ctrl,2.159147829292701e-13,0.52593416,Yes,552,24263,K562
SLMO2,MEX3B,SLMO2+ctrl,7.095373486296736e-06,0.7617495,Yes,552,24263,K562
SLMO2,ARSA,SLMO2+ctrl,0.0062828998122638,1.0773466,Yes,552,24263,K562
SLMO2,SPCS2,SLMO2+ctrl,6.931071729283238e-13,0.15618467,No,552,24263,K562
SLMO2,UQCRB,SLMO2+ctrl,0.056231263861775,0.036537528,No,552,24263,K562
SLMO2,FAM114A1,SLMO2+ctrl,0.996346774669983,0.40771055,No,552,24263,K562
DAD1,RP11-132A1.4,DAD1+ctrl,1.5813849445987742e-06,1.2383804,Yes,618,24263,K562
DAD1,BRWD3,DAD1+ctrl,0.0008238002596626,0.6954267,Yes,618,24263,K562
DAD1,ANXA4,DAD1+ctrl,0.0012194251934581,0.5832336,Yes,618,24263,K562
DAD1,TSNAXIP1,DAD1+ctrl,0.9925948931441232,0.6016903,No,618,24263,K562
DAD1,HLA-AS1,DAD1+ctrl,0.952630424634535,0.071780205,No,618,24263,K562
DAD1,JUND,DAD1+ctrl,4.02373357639504e-05,0.38252854,No,618,24263,K562
TIMM23,WHAMM,TIMM23+ctrl,0.0001125924492452,0.58170056,Yes,625,24263,K562
TIMM23,REST,TIMM23+ctrl,6.029139643667014e-26,0.6680001,Yes,625,24263,K562
TIMM23,COPB1,TIMM23+ctrl,9.099000778301908e-05,0.52494514,Yes,625,24263,K562
TIMM23,DNTTIP2,TIMM23+ctrl,3.060984314589291e-15,0.33177188,No,625,24263,K562
TIMM23,TMEM87B,TIMM23+ctrl,0.6870460799855125,0.30146456,No,625,24263,K562
TIMM23,RP11-138C9.1,TIMM23+ctrl,0.9901587162831832,-14.659842,No,625,24263,K562
AMIGO3,SNHG12,AMIGO3+ctrl,5.579920477162222e-18,-1.5320117,Yes,616,24263,K562
AMIGO3,ATF6,AMIGO3+ctrl,2.037881424761252e-10,0.6556779,Yes,616,24263,K562
AMIGO3,ESCO1,AMIGO3+ctrl,1.477551154741133e-12,0.6986104,Yes,616,24263,K562
AMIGO3,RSL24D1,AMIGO3+ctrl,1.5419422365494056e-12,0.16220129,No,616,24263,K562
AMIGO3,GATA3,AMIGO3+ctrl,0.8336995610373157,-18.171276,No,616,24263,K562
AMIGO3,APOL4,AMIGO3+ctrl,0.2894465693462738,0.7337055,No,616,24263,K562
DARS,PRRC2B,DARS+ctrl,6.640801547859227e-08,0.6714599,Yes,550,24263,K562
DARS,HIST1H3D,DARS+ctrl,3.560168036818396e-05,-0.7421813,Yes,550,24263,K562
DARS,SPAST,DARS+ctrl,0.0345938244784445,0.58584714,Yes,550,24263,K562
DARS,RP11-863K10.7,DARS+ctrl,0.9788684867778806,-15.318496,No,550,24263,K562
DARS,RP11-789C1.1,DARS+ctrl,0.9960373942541904,-13.48923,No,550,24263,K562
DARS,HERC2,DARS+ctrl,0.0662387991022596,0.21621633,No,550,24263,K562
IDH3A,ZEB2,IDH3A+ctrl,1.626801556105093e-05,0.72556984,Yes,540,24263,K562
IDH3A,VIMP,IDH3A+ctrl,1.2727915901829744e-34,-0.6647456,Yes,540,24263,K562
IDH3A,TOB2,IDH3A+ctrl,0.0044120809614484,0.76414394,Yes,540,24263,K562
IDH3A,SHOX2,IDH3A+ctrl,0.1727160963236613,0.6617267,No,540,24263,K562
IDH3A,RP11-334C17.5,IDH3A+ctrl,0.8621063243161172,-1.285553,No,540,24263,K562
IDH3A,KCNE3,IDH3A+ctrl,0.7620793294816869,0.84002256,No,540,24263,K562
IARS2,HIST1H1E,IARS2+ctrl,3.866144377577965e-50,1.2847909,Yes,923,24263,K562
IARS2,TLN1,IARS2+ctrl,3.3420127785800515e-54,0.86675733,Yes,923,24263,K562
IARS2,HRK,IARS2+ctrl,0.0166010675489385,1.8246284,Yes,923,24263,K562
IARS2,RP11-38P22.2,IARS2+ctrl,0.9638600929042688,2.1399565,No,923,24263,K562
IARS2,KHDC1L,IARS2+ctrl,0.95247282154064,-16.244165,No,923,24263,K562
IARS2,ADAMTS10,IARS2+ctrl,0.1957611524696008,2.0488448,No,923,24263,K562
SOCS1,DDX3X,SOCS1+ctrl,1.4037477337756852e-13,0.59453446,Yes,383,24263,K562
SOCS1,RP11-328J2.1,SOCS1+ctrl,0.0460014215109164,0.55829525,Yes,383,24263,K562
SOCS1,ZNF280B,SOCS1+ctrl,8.797668567491164e-05,0.63229644,Yes,383,24263,K562
SOCS1,GOT1,SOCS1+ctrl,0.131919930616809,0.14780468,No,383,24263,K562
SOCS1,RP11-640M9.1,SOCS1+ctrl,0.8393513548326351,1.7228479,No,383,24263,K562
SOCS1,ZFHX3,SOCS1+ctrl,0.9234359005408546,0.20623684,No,383,24263,K562
UFL1,SP100,UFL1+ctrl,0.002113759996938,0.55134225,Yes,482,24263,K562
UFL1,SLC37A1,UFL1+ctrl,0.0005727826372643,0.59538555,Yes,482,24263,K562
UFL1,KDM1B,UFL1+ctrl,0.0007897502834509,0.85632443,Yes,482,24263,K562
UFL1,BAMBI,UFL1+ctrl,7.988155804817556e-05,0.49929774,No,482,24263,K562
UFL1,SETD5-AS1,UFL1+ctrl,0.0037792140028515,0.1296519,No,482,24263,K562
UFL1,RP11-435O5.4,UFL1+ctrl,0.7243305894650756,1.4213724,No,482,24263,K562
DDRGK1,GMEB1,DDRGK1+ctrl,0.0414955839981969,0.69173527,Yes,513,24263,K562
DDRGK1,JARID2,DDRGK1+ctrl,9.960454810909498e-08,0.574021,Yes,513,24263,K562
DDRGK1,UBE3A,DDRGK1+ctrl,1.2610795204926404e-05,0.5594989,Yes,513,24263,K562
DDRGK1,SRP72,DDRGK1+ctrl,0.0009702156293396,-0.086298525,No,513,24263,K562
DDRGK1,CYP17A1-AS1,DDRGK1+ctrl,0.9591658965379738,-16.216896,No,513,24263,K562
DDRGK1,IL8,DDRGK1+ctrl,0.4685872623881055,1.9153433,No,513,24263,K562
QARS,HOTAIRM1,QARS+ctrl,1.0095775284117345e-07,1.1660714,Yes,305,24263,K562
QARS,BAMBI,QARS+ctrl,2.6396637687023743e-05,-0.7110889,Yes,305,24263,K562
QARS,ZNF280B,QARS+ctrl,0.0440105529208764,0.6329596,Yes,305,24263,K562
QARS,RP11-573D15.9,QARS+ctrl,0.8040778146828826,1.5506463,No,305,24263,K562
QARS,ITGB2,QARS+ctrl,0.1561140026265995,2.1904166,No,305,24263,K562
QARS,SNHG10,QARS+ctrl,0.0948253544259252,0.6289413,No,305,24263,K562
STT3A,NPDC1,STT3A+ctrl,0.0053540973413294,0.6461551,Yes,391,24263,K562
STT3A,RCBTB2,STT3A+ctrl,3.4157511597586565e-05,0.99771,Yes,391,24263,K562
STT3A,NSD1,STT3A+ctrl,2.316949441871042e-14,0.5872693,Yes,391,24263,K562
STT3A,TAGLN,STT3A+ctrl,0.9985626739136,0.17296314,No,391,24263,K562
STT3A,ZNF678,STT3A+ctrl,0.6768967445878553,0.4100399,No,391,24263,K562
STT3A,KCTD1,STT3A+ctrl,0.9317575255987716,-0.31220102,No,391,24263,K562
SAMM50,ZEB1,SAMM50+ctrl,0.0119021330546502,0.63328314,Yes,672,24263,K562
SAMM50,NUF2,SAMM50+ctrl,1.1045098965289337e-08,0.5020304,Yes,672,24263,K562
SAMM50,GUSB,SAMM50+ctrl,3.1389077317229684e-77,0.8698497,Yes,672,24263,K562
SAMM50,NOXA1,SAMM50+ctrl,0.8878771075637863,1.3605652,No,672,24263,K562
SAMM50,RP11-61E11.1,SAMM50+ctrl,0.9883487040718174,-14.194282,No,672,24263,K562
SAMM50,MARCH8,SAMM50+ctrl,0.9772111753712532,0.1380055,No,672,24263,K562
MRGBP,AC079466.1,MRGBP+ctrl,1.890704606170904e-18,0.64525485,Yes,487,24263,K562
MRGBP,LRIF1,MRGBP+ctrl,6.297176821717506e-24,0.5509232,Yes,487,24263,K562
MRGBP,RSAD2,MRGBP+ctrl,0.0002574325102867,1.358695,Yes,487,24263,K562
MRGBP,ARHGAP30,MRGBP+ctrl,0.9552213624557202,-16.69357,No,487,24263,K562
MRGBP,WHSC1,MRGBP+ctrl,0.0006833422834595,0.44432378,No,487,24263,K562
MRGBP,RP11-24F11.2,MRGBP+ctrl,0.8900291305978325,3.295967,No,487,24263,K562
SEL1L,ZNF292,SEL1L+ctrl,7.294363087430788e-11,0.8455421,Yes,376,24263,K562
SEL1L,TMOD3,SEL1L+ctrl,0.0001150637695511,0.54076564,Yes,376,24263,K562
SEL1L,ZMYND8,SEL1L+ctrl,2.4122299823859494e-11,0.5262721,Yes,376,24263,K562
SEL1L,C12orf44,SEL1L+ctrl,0.0139159527587401,0.1431796,No,376,24263,K562
SEL1L,CTD-2267D19.3,SEL1L+ctrl,0.9791787733509476,-15.636832,No,376,24263,K562
SEL1L,RP11-381O7.3,SEL1L+ctrl,0.0866139680720576,0.5958464,No,376,24263,K562
PDIA6,DOCK8,PDIA6+ctrl,0.0141165505120955,0.5060854,Yes,505,24263,K562
PDIA6,SPEN,PDIA6+ctrl,2.0836744700290243e-14,0.7217518,Yes,505,24263,K562
PDIA6,NFE2L3,PDIA6+ctrl,1.0358892026223826e-08,1.1635809,Yes,505,24263,K562
PDIA6,LBX1,PDIA6+ctrl,0.9974663351990904,-12.919076,No,505,24263,K562
PDIA6,ATP6V1B2,PDIA6+ctrl,0.7737048899295279,0.10278213,No,505,24263,K562
PDIA6,RP11-81A22.5,PDIA6+ctrl,0.927639053134833,1.7132721,No,505,24263,K562
ATP5B,ATP6AP2,ATP5B+ctrl,2.7032334225557554e-51,0.7420707,Yes,547,24263,K562
ATP5B,DNASE2,ATP5B+ctrl,2.89416233315785e-09,1.0102217,Yes,547,24263,K562
ATP5B,SERPINH1,ATP5B+ctrl,4.55716492776945e-16,0.5565746,Yes,547,24263,K562
ATP5B,EBI3,ATP5B+ctrl,0.9507091765057888,0.44416714,No,547,24263,K562
ATP5B,RP11-247A12.2,ATP5B+ctrl,0.9355203739958952,-16.992432,No,547,24263,K562
ATP5B,AC012594.1,ATP5B+ctrl,0.9574099916732238,1.4549408,No,547,24263,K562
SYVN1,EP300,SYVN1+ctrl,0.0013054750142356,0.790313,Yes,553,24263,K562
SYVN1,LST1,SYVN1+ctrl,6.504271629165488e-10,1.2247655,Yes,553,24263,K562
SYVN1,UBE2V1,SYVN1+ctrl,3.5504200651796527e-05,1.2792745,Yes,553,24263,K562
SYVN1,EPB42,SYVN1+ctrl,0.9840987757760368,0.3852105,No,553,24263,K562
SYVN1,VIM-AS1,SYVN1+ctrl,0.1713258458612568,-0.3657806,No,553,24263,K562
SYVN1,USP37,SYVN1+ctrl,0.0787903432505921,0.41254497,No,553,24263,K562
MTHFD1,RPL39,MTHFD1+ctrl,6.352968036564622e-22,-0.97638077,Yes,421,24263,K562
MTHFD1,ARHGAP6,MTHFD1+ctrl,2.157122434547441e-07,0.7880688,Yes,421,24263,K562
MTHFD1,C12orf23,MTHFD1+ctrl,0.0066792941178894,-0.8217838,Yes,421,24263,K562
MTHFD1,SDF4,MTHFD1+ctrl,0.6781199936143536,-0.033821553,No,421,24263,K562
MTHFD1,KCNH7,MTHFD1+ctrl,0.9482932248530926,2.673091,No,421,24263,K562
MTHFD1,PKDCC,MTHFD1+ctrl,0.9998623929044952,0.44560623,No,421,24263,K562
GMPPB,LTBP1,GMPPB+ctrl,9.506404180817086e-07,0.76503813,Yes,506,24263,K562
GMPPB,NFAT5,GMPPB+ctrl,0.0253798494856974,0.5675843,Yes,506,24263,K562
GMPPB,DDIT4,GMPPB+ctrl,4.634233541843986e-50,0.77219766,Yes,506,24263,K562
GMPPB,ATP2A3,GMPPB+ctrl,0.6694377678887222,0.44153357,No,506,24263,K562
GMPPB,OR2T6,GMPPB+ctrl,0.9974638790639384,-12.627016,No,506,24263,K562
GMPPB,TRAPPC10,GMPPB+ctrl,0.0488050933549786,0.32701337,No,506,24263,K562
CAD,TACC3,CAD+ctrl,0.0052081114934733,0.52799094,Yes,242,24263,K562
CAD,AC096559.1,CAD+ctrl,2.2481091956061496e-16,2.4907644,Yes,242,24263,K562
CAD,SNHG10,CAD+ctrl,0.0049099201588217,0.6003915,Yes,242,24263,K562
CAD,RP11-434H6.6,CAD+ctrl,0.9823682851710628,-15.848008,No,242,24263,K562
CAD,AC008074.3,CAD+ctrl,0.9612223480413384,-16.519678,No,242,24263,K562
CAD,CTD-2587M2.1,CAD+ctrl,0.9629836733402763,-16.65362,No,242,24263,K562
TMEM167A,AKAP11,TMEM167A+ctrl,4.499484883600497e-07,0.8318894,Yes,385,24263,K562
TMEM167A,GUSB,TMEM167A+ctrl,8.379051734208436e-16,0.55067825,Yes,385,24263,K562
TMEM167A,GLG1,TMEM167A+ctrl,0.0021238105312367,0.66259456,Yes,385,24263,K562
TMEM167A,PRSS57,TMEM167A+ctrl,1.045877815751753e-08,0.27475893,No,385,24263,K562
TMEM167A,ARHGDIB,TMEM167A+ctrl,0.4213276210929036,1.9123826,No,385,24263,K562
TMEM167A,CRNDE,TMEM167A+ctrl,0.3997964980443604,0.024201155,No,385,24263,K562
GNPNAT1,KLF3,GNPNAT1+ctrl,5.304015343833088e-07,0.64645875,Yes,428,24263,K562
GNPNAT1,TLK2,GNPNAT1+ctrl,0.0001402264837653,0.7127037,Yes,428,24263,K562
GNPNAT1,C1GALT1,GNPNAT1+ctrl,1.6706087121757504e-08,0.50362647,Yes,428,24263,K562
GNPNAT1,AC015987.2,GNPNAT1+ctrl,0.7398327195695249,2.8305626,No,428,24263,K562
GNPNAT1,ABI2,GNPNAT1+ctrl,0.0088526056623312,-0.21538043,No,428,24263,K562
GNPNAT1,RP11-212I21.4,GNPNAT1+ctrl,0.908800053850887,-1.3098526,No,428,24263,K562
TTI2,FCGR2A,TTI2+ctrl,0.0004478164957609,0.70836973,Yes,530,24263,K562
TTI2,EP300,TTI2+ctrl,0.0003899667843553,0.80921435,Yes,530,24263,K562
TTI2,RTN2,TTI2+ctrl,9.78564631522614e-10,0.59981394,Yes,530,24263,K562
TTI2,MANF,TTI2+ctrl,8.774576331208431e-24,-0.4988343,No,530,24263,K562
TTI2,PGM3,TTI2+ctrl,0.1711377742164007,-0.13077235,No,530,24263,K562
TTI2,ZFHX3,TTI2+ctrl,0.4337785963593311,0.6924443,No,530,24263,K562
SLC39A7,PTAR1,SLC39A7+ctrl,0.0001370157230368,0.7146764,Yes,518,24263,K562
SLC39A7,PELO,SLC39A7+ctrl,2.888529194557612e-09,0.51797533,Yes,518,24263,K562
SLC39A7,TXNIP,SLC39A7+ctrl,4.833708219848888e-31,0.82579315,Yes,518,24263,K562
SLC39A7,SLBP,SLC39A7+ctrl,0.5673230748614888,-0.046943218,No,518,24263,K562
SLC39A7,NINJ2,SLC39A7+ctrl,0.0795277181544427,0.5644412,No,518,24263,K562
SLC39A7,SNRNP25,SLC39A7+ctrl,3.5371806650191585e-23,-0.23292622,No,518,24263,K562
DERL2,PDK2,DERL2+ctrl,0.0314886818994936,0.8120234,Yes,542,24263,K562
DERL2,LRRC4B,DERL2+ctrl,0.0213704175579573,1.2203,Yes,542,24263,K562
DERL2,CENPC,DERL2+ctrl,4.606281746218161e-09,0.76838267,Yes,542,24263,K562
DERL2,SLC26A1,DERL2+ctrl,0.6354852853057522,0.99165297,No,542,24263,K562
DERL2,CST7,DERL2+ctrl,0.9063966950428068,2.4837942,No,542,24263,K562
DERL2,ACSM3,DERL2+ctrl,0.9463801078016724,0.14680386,No,542,24263,K562
NEDD8,GPRC5C,NEDD8+ctrl,5.255832136877424e-10,1.2885486,Yes,389,24263,K562
NEDD8,FAM212A,NEDD8+ctrl,5.3475750976244986e-08,1.1085024,Yes,389,24263,K562
NEDD8,AMOTL1,NEDD8+ctrl,0.0004890278148463,0.69043016,Yes,389,24263,K562
NEDD8,AC015987.1,NEDD8+ctrl,0.971030150059314,-15.904105,No,389,24263,K562
NEDD8,C6orf120,NEDD8+ctrl,0.005917872622663,0.3531928,No,389,24263,K562
NEDD8,PSORS1C1,NEDD8+ctrl,0.9749843931576996,0.22850227,No,389,24263,K562
TELO2,TNFRSF10B,TELO2+ctrl,0.00188479253457,-0.8593712,Yes,562,24263,K562
TELO2,KLF6,TELO2+ctrl,8.751304691887131e-06,-0.7690935,Yes,562,24263,K562
TELO2,CLCA1,TELO2+ctrl,1.4601970580299612e-83,1.0109514,Yes,562,24263,K562
TELO2,ANKLE2,TELO2+ctrl,2.9277566715167674e-06,0.44415247,No,562,24263,K562
TELO2,H3F3B,TELO2+ctrl,0.0082558051967765,0.015901923,No,562,24263,K562
TELO2,F2RL2,TELO2+ctrl,0.9200413225157646,-17.160906,No,562,24263,K562
HSPA9,C19orf59,HSPA9+ctrl,0.0263803300171497,2.4886174,Yes,718,24263,K562
HSPA9,IL13RA1,HSPA9+ctrl,3.089312278028017e-10,1.0692003,Yes,718,24263,K562
HSPA9,FYTTD1,HSPA9+ctrl,1.227492526126006e-27,0.6588431,Yes,718,24263,K562
HSPA9,PPP4R2,HSPA9+ctrl,2.454867906683674e-09,0.22578087,No,718,24263,K562
HSPA9,DKFZP779L1853,HSPA9+ctrl,0.4235305500931695,1.5381117,No,718,24263,K562
HSPA9,RP11-254F7.4,HSPA9+ctrl,0.3490300358016216,-0.7324133,No,718,24263,K562
MRPL39,P4HA2,MRPL39+ctrl,0.0097273845390005,0.7922864,Yes,582,24263,K562
MRPL39,MANF,MRPL39+ctrl,3.630082336802251e-38,-0.6504469,Yes,582,24263,K562
MRPL39,HIST1H2AM,MRPL39+ctrl,5.0880725486343635e-09,0.8870027,Yes,582,24263,K562
MRPL39,RP13-216E22.4,MRPL39+ctrl,0.923567320043286,1.5711651,No,582,24263,K562
MRPL39,RP11-119J18.1,MRPL39+ctrl,0.9664921277201112,0.8952198,No,582,24263,K562
MRPL39,CTNNB1,MRPL39+ctrl,0.030639112444742,0.3688202,No,582,24263,K562
GBF1,NUFIP2,GBF1+ctrl,2.272737422164512e-12,0.66107786,Yes,786,24263,K562
GBF1,SETX,GBF1+ctrl,4.362117213444496e-10,0.6773832,Yes,786,24263,K562
GBF1,HLTF,GBF1+ctrl,1.0590256730311656e-15,0.5738102,Yes,786,24263,K562
GBF1,CD58,GBF1+ctrl,0.0035937946722224,0.3378774,No,786,24263,K562
GBF1,UFD1L,GBF1+ctrl,5.5425513840730895e-06,-0.04607904,No,786,24263,K562
GBF1,RBM12B-AS1,GBF1+ctrl,0.9858565417980192,-14.424574,No,786,24263,K562
FARSB,RNF139-AS1,FARSB+ctrl,0.0193660032666719,1.0203991,Yes,517,24263,K562
FARSB,CRYM,FARSB+ctrl,2.2207804164410184e-10,-0.5183873,Yes,517,24263,K562
FARSB,ZP3,FARSB+ctrl,0.0065963780570495,1.4054189,Yes,517,24263,K562
FARSB,MORC2-AS1,FARSB+ctrl,0.843838764871922,0.2215867,No,517,24263,K562
FARSB,SBF2,FARSB+ctrl,0.536122993271881,-0.5368571,No,517,24263,K562
FARSB,ACE,FARSB+ctrl,0.3866220403928025,2.3942895,No,517,24263,K562
SEC63,KIF4A,SEC63+ctrl,0.0038816265700436,0.5844226,Yes,557,24263,K562
SEC63,RP11-471M2.3,SEC63+ctrl,0.0123744774532369,0.7577493,Yes,557,24263,K562
SEC63,CTCFL,SEC63+ctrl,2.1703318530314272e-23,0.7077855,Yes,557,24263,K562
SEC63,CLDN11,SEC63+ctrl,0.9865310257316152,0.039525032,No,557,24263,K562
SEC63,MORF4L2,SEC63+ctrl,0.3334256969920072,-0.025219828,No,557,24263,K562
SEC63,HAGH,SEC63+ctrl,0.0079603782066785,0.20683587,No,557,24263,K562
MANF,IDH3A,MANF+ctrl,1.6497594009082013e-08,-0.5453867,Yes,462,24263,K562
MANF,IFNGR1,MANF+ctrl,1.1222996301721908e-16,0.838045,Yes,462,24263,K562
MANF,ASPM,MANF+ctrl,1.7373448525103243e-08,0.5740432,Yes,462,24263,K562
MANF,CTSV,MANF+ctrl,0.0368912425253174,-0.24661183,No,462,24263,K562
MANF,KCTD19,MANF+ctrl,0.9854477662729276,-14.787305,No,462,24263,K562
MANF,CD83,MANF+ctrl,0.6996567513265184,0.5814996,No,462,24263,K562
MARS,RAI14,MARS+ctrl,9.684777945111746e-06,0.51379097,Yes,434,24263,K562
MARS,RGS20,MARS+ctrl,0.0032023532475803,-0.6096716,Yes,434,24263,K562
MARS,CRYM,MARS+ctrl,2.305460267757508e-12,-0.7230344,Yes,434,24263,K562
MARS,RUNX1,MARS+ctrl,0.0699849875146874,0.13764668,No,434,24263,K562
MARS,DUSP21,MARS+ctrl,0.9625088410930344,0.8383465,No,434,24263,K562
MARS,RP11-685N10.1,MARS+ctrl,0.9952956471731844,-13.182464,No,434,24263,K562
HSD17B12,CDK13,HSD17B12+ctrl,0.0116596401110989,0.6813545,Yes,323,24263,K562
HSD17B12,LAMP2,HSD17B12+ctrl,0.007579955317298,0.59272885,Yes,323,24263,K562
HSD17B12,S100A13,HSD17B12+ctrl,4.2792532528427533e-13,0.64995956,Yes,323,24263,K562
