source,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
RREB1,C1orf228,RREB1+ctrl,0.9373694183731324,0.5379424,No,281,7353,K562
RREB1,CTC-492K19.4,RREB1+ctrl,1.0,0.0,No,281,7353,K562
RREB1,RP11-505P4.6,RREB1+ctrl,1.0,0.0,No,281,7353,K562
ZNF318,FAM101B,ZNF318+ctrl,0.0445943487517188,-0.59278107,Yes,541,7353,K562
ZNF318,PRSS57,ZNF318+ctrl,3.56778985678567e-25,-0.586784,Yes,541,7353,K562
ZNF318,AIF1,ZNF318+ctrl,4.233520291412037e-09,-0.5068246,Yes,541,7353,K562
ZNF318,RP11-355B11.2,ZNF318+ctrl,0.7662281035794992,0.8746834,No,541,7353,K562
ZNF318,PAQR7,ZNF318+ctrl,0.8705847346029689,0.121456146,No,541,7353,K562
ZNF318,CTD-2616J11.16,ZNF318+ctrl,1.0,0.0,No,541,7353,K562
COL2A1,ACP5,ctrl+COL2A1,0.0004928575740841,-0.58984745,Yes,227,7353,K562
COL2A1,AC020571.3,COL2A1+ctrl,0.0478574832969697,0.9411602,Yes,247,7353,K562
COL2A1,TFRC,COL2A1+ctrl,4.053561671580389e-38,-0.9009229,Yes,247,7353,K562
COL2A1,MYLIP,ctrl+COL2A1,0.5775857214267834,-0.048413396,No,227,7353,K562
COL2A1,RP11-259K5.1,ctrl+COL2A1,1.0,0.0,No,227,7353,K562
COL2A1,RP11-497G19.7,COL2A1+ctrl,1.0,0.0,No,247,7353,K562
ZBTB25,LST1,ctrl+ZBTB25,0.027537735908553,-1.1002281,Yes,247,7353,K562
ZBTB25,PHLDA2,ZBTB25+ctrl,0.0062375911204279,-0.6677315,Yes,343,7353,K562
ZBTB25,COTL1,ZBTB25+ctrl,0.0480508892431116,-0.66546917,Yes,343,7353,K562
ZBTB25,DSC1,ctrl+ZBTB25,0.9970947697562316,-13.139536,No,247,7353,K562
ZBTB25,PCDHGA6,ctrl+ZBTB25,0.9688971486530654,0.085152626,No,247,7353,K562
ZBTB25,LINC01562,ctrl+ZBTB25,0.936821398383872,1.9439249,No,247,7353,K562
MAP4K5,FEV,MAP4K5+ctrl,0.0035619056662255,-0.62854767,Yes,300,7353,K562
MAP4K5,ARHGDIB,MAP4K5+ctrl,0.0283502909325619,-0.5873692,Yes,300,7353,K562
MAP4K5,CRYAB,MAP4K5+ctrl,0.0079741469982358,0.58893585,Yes,300,7353,K562
MAP4K5,GCM2,MAP4K5+ctrl,0.9936186851944,-14.120369,No,300,7353,K562
MAP4K5,TOX,MAP4K5+ctrl,1.0,0.0,No,300,7353,K562
MAP4K5,RP11-635N19.1,MAP4K5+ctrl,0.9477738241074009,-0.3686819,No,300,7353,K562
UBASH3B,NKG7,ctrl+UBASH3B,0.0013717407545284,-1.2185636,Yes,513,7353,K562
UBASH3B,SOCS1,UBASH3B+ctrl,4.226434133242197e-07,-1.3347857,Yes,470,7353,K562
UBASH3B,UBASH3B,UBASH3B+ctrl,2.089996895471475e-56,2.9964914,Yes,470,7353,K562
UBASH3B,CTB-161C1.1,UBASH3B+ctrl,0.8487644773038964,-0.48242664,No,470,7353,K562
UBASH3B,TRPM2,ctrl+UBASH3B,1.0,0.0,No,513,7353,K562
UBASH3B,CTD-3037G24.4,ctrl+UBASH3B,1.0,0.0,No,513,7353,K562
SLC6A9,RCSD1,SLC6A9+ctrl,6.9767913403799094e-12,0.6140188,Yes,441,7353,K562
SLC6A9,FADS1,SLC6A9+ctrl,7.477026129922978e-16,0.5031409,Yes,441,7353,K562
SLC6A9,BTG2,SLC6A9+ctrl,0.007367072398461,0.7828932,Yes,441,7353,K562
SLC6A9,RP3-467K16.2,SLC6A9+ctrl,0.9885003172590832,-14.567251,No,441,7353,K562
SLC6A9,CCR10,SLC6A9+ctrl,0.4638284704812649,0.14799905,No,441,7353,K562
SLC6A9,MAOB,SLC6A9+ctrl,1.0,0.0,No,441,7353,K562
MIDN,BMP2K,MIDN+ctrl,5.900455476810429e-07,0.6058534,Yes,256,7353,K562
MIDN,MYO1F,MIDN+ctrl,0.0021586936598166,1.5265703,Yes,256,7353,K562
MIDN,TLN1,MIDN+ctrl,1.1958783886824238e-07,0.5398257,Yes,256,7353,K562
MIDN,SLC43A2,MIDN+ctrl,0.6583071722124301,0.811131,No,256,7353,K562
MIDN,RASGRF2,MIDN+ctrl,0.9940881680264644,-14.61403,No,256,7353,K562
MIDN,ATP8B4,MIDN+ctrl,0.8373877542363545,2.1967869,No,256,7353,K562
DLX2,HEMGN,ctrl+DLX2,0.009894715563774,-0.73471165,Yes,290,7353,K562
DLX2,TPP1,DLX2+ctrl,0.0058314575546274,0.5809189,Yes,316,7353,K562
DLX2,TUBB2B,DLX2+ctrl,0.02394087748495,-0.68353105,Yes,316,7353,K562
DLX2,CALY,ctrl+DLX2,0.9424202688656164,2.1702023,No,290,7353,K562
DLX2,RPS6KA2,DLX2+ctrl,0.9869155705530496,-15.277922,No,316,7353,K562
DLX2,AC074289.1,DLX2+ctrl,0.7214000551917483,-0.5169344,No,316,7353,K562
CBFA2T3,MKNK2,CBFA2T3+ctrl,7.609590667003096e-18,0.922279,Yes,288,7353,K562
CBFA2T3,CEBPA,CBFA2T3+ctrl,0.0344908683111005,1.1637287,Yes,288,7353,K562
CBFA2T3,C10orf11,CBFA2T3+ctrl,0.0031288386610419,0.5489495,Yes,288,7353,K562
CBFA2T3,WBP2,CBFA2T3+ctrl,0.6689001898834439,-0.0067563057,No,288,7353,K562
CBFA2T3,ABCB11,ctrl+CBFA2T3,0.9971176312883095,-12.961839,No,243,7353,K562
CBFA2T3,DEK,CBFA2T3+ctrl,0.2850412328645004,-0.043919683,No,288,7353,K562
HES7,LMNA,HES7+ctrl,0.0024276645254558,-0.7836168,Yes,122,7353,K562
HES7,FMNL1,HES7+ctrl,0.0001624496328613,1.4319034,Yes,122,7353,K562
HES7,SP6,HES7+ctrl,0.0161590774933348,4.3201265,Yes,122,7353,K562
HES7,C17orf64,HES7+ctrl,0.9979412045825112,-12.756366,No,122,7353,K562
HES7,TNNI3,HES7+ctrl,0.5741721526581891,0.3095026,No,122,7353,K562
HES7,RP11-195C7.1,HES7+ctrl,0.8988513594579013,2.227612,No,122,7353,K562
AHR,FAM178B,AHR+ctrl,8.679848218028898e-09,-0.9382112,Yes,479,7353,K562
AHR,S100A1,AHR+ctrl,5.264863558202216e-09,1.5548065,Yes,479,7353,K562
AHR,ST3GAL5,AHR+ctrl,0.0478706119745296,1.3277702,Yes,479,7353,K562
AHR,RP11-219B4.7,AHR+ctrl,0.9522038015158816,-16.613068,No,479,7353,K562
AHR,RP11-567N4.3,AHR+ctrl,1.0,0.0,No,479,7353,K562
AHR,RP11-128B16.3,AHR+ctrl,1.0,0.0,No,479,7353,K562
FOXO4,SAT1,FOXO4+ctrl,0.0167109919149315,0.7471267,Yes,189,7353,K562
FOXO4,CDC20,FOXO4+ctrl,4.184114358648873e-06,-0.8552711,Yes,189,7353,K562
FOXO4,S100A13,FOXO4+ctrl,3.940280987631996e-36,1.1886679,Yes,189,7353,K562
FOXO4,SLC22A25,FOXO4+ctrl,1.0,0.0,No,189,7353,K562
FOXO4,AC004051.2,FOXO4+ctrl,0.9974489056898272,-13.323608,No,189,7353,K562
FOXO4,RP11-714G18.1,FOXO4+ctrl,0.9136076230012042,3.3189764,No,189,7353,K562
RHOXF2BB,CCR10,RHOXF2BB+ctrl,0.0183918402233848,0.831897,Yes,290,7353,K562
RHOXF2BB,C6orf1,RHOXF2BB+ctrl,3.3238489232596487e-11,0.9141706,Yes,290,7353,K562
RHOXF2BB,MTURN,RHOXF2BB+ctrl,0.0162527429621339,1.3482604,Yes,290,7353,K562
RHOXF2BB,C8orf22,RHOXF2BB+ctrl,0.9937218371061096,-13.679304,No,290,7353,K562
RHOXF2BB,RP1-261G23.7,RHOXF2BB+ctrl,0.9874440629089556,-14.887294,No,290,7353,K562
RHOXF2BB,S100A3,RHOXF2BB+ctrl,0.9905828771288688,-14.511976,No,290,7353,K562
RUNX1T1,HEMGN,ctrl+RUNX1T1,0.018538460356043,-0.59767413,Yes,356,7353,K562
RUNX1T1,BST2,ctrl+RUNX1T1,0.0014053162128376,0.80452347,Yes,356,7353,K562
RUNX1T1,ORAI3,RUNX1T1+ctrl,0.027312195218159,0.5899806,Yes,275,7353,K562
RUNX1T1,UBASH3A,ctrl+RUNX1T1,0.5925159182984908,0.38553572,No,356,7353,K562
RUNX1T1,SIGLEC15,ctrl+RUNX1T1,1.0,0.0,No,356,7353,K562
RUNX1T1,POC1B-GALNT4,ctrl+RUNX1T1,1.0,0.0,No,356,7353,K562
S1PR2,SNCG,S1PR2+ctrl,3.5934629622670446e-05,2.8511195,Yes,446,7353,K562
S1PR2,SLC2A1-AS1,S1PR2+ctrl,0.0181794727222271,1.6620739,Yes,446,7353,K562
S1PR2,REEP6,S1PR2+ctrl,3.6011774341155192e-06,0.68118167,Yes,446,7353,K562
S1PR2,AC078941.1,S1PR2+ctrl,1.0,0.0,No,446,7353,K562
S1PR2,CTSS,S1PR2+ctrl,0.0577601859276208,-0.37607932,No,446,7353,K562
S1PR2,RP11-290L1.2,S1PR2+ctrl,0.957628197886082,-16.554337,No,446,7353,K562
POU3F2,BTG2,POU3F2+ctrl,0.0349871363043608,0.6773844,Yes,312,7353,K562
POU3F2,FABP5,POU3F2+ctrl,6.470001206859712e-22,-0.87838054,Yes,312,7353,K562
POU3F2,CRYM,POU3F2+ctrl,9.28278878566856e-05,1.8164718,Yes,312,7353,K562
POU3F2,CKS2,POU3F2+ctrl,6.191474734568736e-05,-0.23605576,No,312,7353,K562
POU3F2,ACTB,POU3F2+ctrl,0.5334247090126998,-0.0037554502,No,312,7353,K562
POU3F2,ABCA13,POU3F2+ctrl,1.0,0.0,No,312,7353,K562
CNN1,MYB,ctrl+CNN1,3.0679604493175584e-11,-0.7135749,Yes,400,7353,K562
CNN1,ARHGEF6,ctrl+CNN1,0.0066576350940301,-2.7585278,Yes,400,7353,K562
CNN1,BLVRB,ctrl+CNN1,5.377144095294124e-39,0.72938806,Yes,400,7353,K562
CNN1,CCDC148,CNN1+ctrl,0.960879827271966,-0.36298084,No,236,7353,K562
CNN1,CCM2L,ctrl+CNN1,1.0,0.0,No,400,7353,K562
CNN1,NUDC,CNN1+ctrl,0.0064573295776499,-0.1130985,No,236,7353,K562
CELF2,SPTAN1,CELF2+ctrl,0.0430985271765805,0.53783894,Yes,388,7353,K562
CELF2,PXK,CELF2+ctrl,0.0302500353008645,0.99241686,Yes,388,7353,K562
CELF2,TNFAIP8,CELF2+ctrl,2.292857901070712e-06,1.0004001,Yes,388,7353,K562
CELF2,IL1RN,CELF2+ctrl,1.0,0.0,No,388,7353,K562
CELF2,LINC01342,CELF2+ctrl,1.0,0.0,No,388,7353,K562
CELF2,RP11-195B3.1,CELF2+ctrl,1.0,0.0,No,388,7353,K562
MAP2K3,PYROXD2,MAP2K3+ctrl,0.015137048012238,-0.6893244,Yes,458,7353,K562
MAP2K3,TAPBP,MAP2K3+ctrl,0.0027293410499893,-0.5637765,Yes,458,7353,K562
MAP2K3,ASIC4,MAP2K3+ctrl,0.0004295720123254,-0.6071625,Yes,458,7353,K562
MAP2K3,INADL,MAP2K3+ctrl,0.980490472604064,-15.826515,No,458,7353,K562
MAP2K3,FILIP1L,MAP2K3+ctrl,0.7896275845463203,0.03817606,No,458,7353,K562
MAP2K3,RP11-537H15.3,MAP2K3+ctrl,0.980490472604064,-15.338332,No,458,7353,K562
MAP4K3,AIF1,MAP4K3+ctrl,2.8155335158778075e-06,-0.53720164,Yes,299,7353,K562
MAP4K3,AC007246.3,MAP4K3+ctrl,2.043513594214399e-07,-1.021281,Yes,299,7353,K562
MAP4K3,ALAS2,MAP4K3+ctrl,2.396370056506459e-07,0.9185853,Yes,299,7353,K562
MAP4K3,TFAP2A,MAP4K3+ctrl,0.6787900897922494,0.2703538,No,299,7353,K562
MAP4K3,IGDCC3,MAP4K3+ctrl,0.8856074102894315,0.32755852,No,299,7353,K562
MAP4K3,C1orf141,MAP4K3+ctrl,0.9458867373125108,-16.970901,No,299,7353,K562
CDKN1A,DST,ctrl+CDKN1A,0.0336576056568065,0.6772537,Yes,131,7353,K562
CDKN1A,SOX4,CDKN1A+ctrl,0.0002290024169086,-0.7749876,Yes,144,7353,K562
CDKN1A,UBE2H,CDKN1A+ctrl,0.0058275884589055,0.53938866,Yes,144,7353,K562
CDKN1A,CD59,CDKN1A+ctrl,0.6041929130615253,0.14233899,No,144,7353,K562
CDKN1A,HEATR9,CDKN1A+ctrl,1.0,0.0,No,144,7353,K562
CDKN1A,CTD-3126B10.4,ctrl+CDKN1A,0.9893398029033426,-15.12,No,131,7353,K562
PTPN1,SLC20A1,PTPN1+ctrl,2.7282620061868125e-06,-0.7530112,Yes,342,7353,K562
PTPN1,TEX30,PTPN1+ctrl,4.114795340383236e-34,-0.6043298,Yes,342,7353,K562
PTPN1,SDSL,PTPN1+ctrl,0.0035892743791167,1.0577192,Yes,342,7353,K562
PTPN1,ZNF610,PTPN1+ctrl,1.0,0.0,No,342,7353,K562
PTPN1,AC064834.2,PTPN1+ctrl,0.996602592689035,-13.31989,No,342,7353,K562
PTPN1,RETN,PTPN1+ctrl,0.9304313882365224,4.5113115,No,342,7353,K562
TBX2,FEV,ctrl+TBX2,0.0149864740908369,0.5073389,Yes,295,7353,K562
TBX2,SOX5,ctrl+TBX2,0.0340273220848038,2.947175,Yes,295,7353,K562
TBX2,MFGE8,ctrl+TBX2,0.0002987092436424,0.64639664,Yes,295,7353,K562
TBX2,CHST15,ctrl+TBX2,1.0,0.0,No,295,7353,K562
TBX2,AREG,TBX2+ctrl,0.409233236605273,-1.4837036,No,269,7353,K562
TBX2,RP11-286H15.1,TBX2+ctrl,1.0,0.0,No,269,7353,K562
IER5L,FBXL20,IER5L+ctrl,0.0174745742248399,0.66389346,Yes,132,7353,K562
IER5L,SLC2A3,IER5L+ctrl,0.000280948311399,-0.6383523,Yes,132,7353,K562
IER5L,SKAP2,IER5L+ctrl,0.0038245657917541,0.5686022,Yes,132,7353,K562
IER5L,RP11-505P4.7,IER5L+ctrl,0.99571985607618,-14.676789,No,132,7353,K562
IER5L,PCDHGA3,IER5L+ctrl,0.9892999096141,-15.903841,No,132,7353,K562
IER5L,RP11-328J14.1,ctrl+IER5L,1.0,0.0,No,195,7353,K562
PTPN12,CISH,ctrl+PTPN12,0.0216287495738557,-0.66997457,Yes,164,7353,K562
PTPN12,NKG7,ctrl+PTPN12,0.0026324078672009,-3.7251124,Yes,164,7353,K562
PTPN12,FAM178B,PTPN12+ctrl,8.446604346771684e-05,0.7570163,Yes,194,7353,K562
PTPN12,ZIC4,ctrl+PTPN12,0.912466571210936,2.5183725,No,164,7353,K562
PTPN12,XK,ctrl+PTPN12,0.914428886580174,0.0052781105,No,164,7353,K562
PTPN12,AC007193.6,PTPN12+ctrl,1.0,0.0,No,194,7353,K562
TP73,TUBB,TP73+ctrl,3.7655778627965156e-41,-0.69618046,Yes,218,7353,K562
TP73,MSRB1,TP73+ctrl,7.833468904607065e-14,1.0472745,Yes,218,7353,K562
TP73,FAM118A,TP73+ctrl,2.848598332334671e-05,0.64660275,Yes,218,7353,K562
TP73,DYNLT3,TP73+ctrl,0.3675711470218604,-0.24402189,No,218,7353,K562
TP73,FAM83F,TP73+ctrl,0.99453087380066,-14.094477,No,218,7353,K562
TP73,RP11-91A18.4,TP73+ctrl,1.0,0.0,No,218,7353,K562
MAP7D1,TNNI3,ctrl+MAP7D1,0.0374541652060705,0.50679827,Yes,358,7353,K562
MAP7D1,TUBA1A,MAP7D1+ctrl,0.0432831775131893,0.69363666,Yes,277,7353,K562
MAP7D1,MAP7D1,MAP7D1+ctrl,2.7871903515281688e-123,1.6888173,Yes,277,7353,K562
MAP7D1,ZMYND15,ctrl+MAP7D1,1.0,0.0,No,358,7353,K562
MAP7D1,CST3,MAP7D1+ctrl,0.8244026524806443,0.01879321,No,277,7353,K562
MAP7D1,CTD-3131K8.3,MAP7D1+ctrl,1.0,0.0,No,277,7353,K562
FOSB,IER3,FOSB+ctrl,0.0168615670411239,0.75378656,Yes,502,7353,K562
FOSB,ACSL1,FOSB+ctrl,0.0090178879706769,1.7254343,Yes,502,7353,K562
FOSB,RUNX1,FOSB+ctrl,7.219679451400835e-19,0.73467594,Yes,502,7353,K562
FOSB,KRT7,FOSB+ctrl,0.9959260317508972,-13.436863,No,502,7353,K562
FOSB,RUNDC3B,FOSB+ctrl,0.8702342234455557,2.0996647,No,502,7353,K562
FOSB,DYNLL1,FOSB+ctrl,0.1891826844866075,-0.013712227,No,502,7353,K562
MAPK1,RP6-159A1.4,ctrl+MAPK1,0.0001013209738729,0.56074846,Yes,381,7353,K562
MAPK1,ANXA2,MAPK1+ctrl,3.775052476319606e-12,-0.5064985,Yes,279,7353,K562
MAPK1,SOCS3,ctrl+MAPK1,0.0086837606784526,1.380553,Yes,381,7353,K562
